unet,radial_lines,reconstruction,epochs,folder,psnr,ssim,lpips,metrics,metrics_std,model_path
ResnetUnet,100,L2_L1,100.0,result_images/ResnetUnet_100lines_L2_L1_100epochs,42.95,0.99,0.1,42.95 / 0.990 / 0.100,42.95(4.22) / 0.990(0.007) / 0.100(0.064),MRIrec_experiments/ResnetUnet_100lines_L2_L1/ResnetUnet_100lines_L2_L1_epoch100_constantLR_0.001.pth
ResnetUnet,100,L2_TV,96.0,result_images/ResnetUnet_100lines_L2_TV_96epochs,43.86,0.991,0.088,43.86 / 0.991 / 0.088,43.86(4.04) / 0.991(0.005) / 0.088(0.057),MRIrec_experiments/ResnetUnet_100lines_L2_TV/ResnetUnet_100lines_L2_TV_epoch96_constantLR_0.001.pth
ResnetUnet,100,L1_TV,97.0,result_images/ResnetUnet_100lines_L1_TV_97epochs,44.06,0.992,0.083,44.06 / 0.992 / 0.083,44.06(4.25) / 0.992(0.006) / 0.083(0.056),MRIrec_experiments/ResnetUnet_100lines_L1_TV/ResnetUnet_100lines_L1_TV_epoch97_constantLR_0.001.pth
ResnetUnet,100,L2_L1_TV,84.0,result_images/ResnetUnet_100lines_L2_L1_TV_84epochs,44.21,0.992,0.081,44.21 / 0.992 / 0.081,44.21(4.24) / 0.992(0.005) / 0.081(0.055),MRIrec_experiments/ResnetUnet_100lines_L2_L1_TV/ResnetUnet_100lines_L2_L1_TV_epoch84_constantLR_0.001.pth
ConvUNeXt,100,L2,86.0,result_images/ConvUNeXt_100lines_L2_L1_86epochs,42.02,0.984,0.102,42.02 / 0.984 / 0.102,42.02(3.71) / 0.984(0.006) / 0.102(0.066),MRIrec_experiments/ConvUNeXt_100lines_L2/ConvUNeXt_100lines_L2_epoch86_constantLR_0.001.pth
ConvUNeXt,100,L1,90.0,result_images/ConvUNeXt_100lines_L1_90epochs,42.07,0.985,0.104,42.07 / 0.985 / 0.104,42.07(3.67) / 0.985(0.006) / 0.104(0.066),MRIrec_experiments/ConvUNeXt_100lines_L1/ConvUNeXt_100lines_L1_epoch90_constantLR_0.001.pth
ConvUNeXt,100,TV,71.0,result_images/ConvUNeXt_100lines_TV_71epochs,42.72,0.986,0.099,42.72 / 0.986 / 0.099,42.72(3.25) / 0.986(0.004) / 0.099(0.063),MRIrec_experiments/ConvUNeXt_100lines_TV/ConvUNeXt_100lines_TV_epoch71_constantLR_0.001.pth
ConvUNeXt,100,L2_L1,86.0,result_images/ConvUNeXt_100lines_L2_L1_86epochs,42.02,0.984,0.102,42.02 / 0.984 / 0.102,42.02(3.71) / 0.984(0.006) / 0.102(0.066),MRIrec_experiments/ConvUNeXt_100lines_L2_L1/ConvUNeXt_100lines_L2_L1_epoch86_constantLR_0.001.pth
ConvUNeXt,100,L2_TV,98.0,result_images/ConvUNeXt_100lines_L2_TV_98epochs,42.98,0.987,0.09,42.98 / 0.987 / 0.090,42.98(3.41) / 0.987(0.004) / 0.090(0.058),MRIrec_experiments/ConvUNeXt_100lines_L2_TV/ConvUNeXt_100lines_L2_TV_epoch98_constantLR_0.001.pth
ConvUNeXt,100,L1_TV,90.0,result_images/ConvUNeXt_100lines_L1_TV_90epochs,43.61,0.99,0.083,43.61 / 0.990 / 0.083,43.61(3.96) / 0.990(0.006) / 0.083(0.055),MRIrec_experiments/ConvUNeXt_100lines_L1_TV/ConvUNeXt_100lines_L1_TV_epoch90_constantLR_0.001.pth
ConvUNeXt,100,L2_L1_TV,57.0,result_images/ConvUNeXt_100lines_L2_L1_TV_57epochs,43.27,0.99,0.092,43.27 / 0.990 / 0.092,43.27(3.58) / 0.990(0.005) / 0.092(0.062),MRIrec_experiments/ConvUNeXt_100lines_L2_L1_TV/ConvUNeXt_100lines_L2_L1_TV_epoch57_constantLR_0.001.pth
