unet,radial_lines,reconstruction,epochs,folder,psnr,ssim,lpips,metrics,metrics_std,model_path
Unet,40,L2_L1_TV,96.0,result_images/Unet_40lines_L2_L1_TV_96epochs,36.94,0.964,0.179,36.94 / 0.964 / 0.179,36.94(3.37) / 0.964(0.017) / 0.179(0.081),MRIrec_experiments/Unet_40lines_L2_L1_TV/Unet_40lines_L2_L1_TV_epoch96_constantLR_0.001.pth
Unet,60,L2,100.0,result_images/Unet_60lines_L2_100epochs,36.22,0.962,0.19,36.22 / 0.962 / 0.190,36.22(3.04) / 0.962(0.016) / 0.190(0.078),MRIrec_experiments/Unet_60lines_L2/Unet_60lines_L2_epoch100_constantLR_0.001.pth
Unet,60,L1,76.0,result_images/Unet_60lines_L1_76epochs,39.06,0.979,0.148,39.06 / 0.979 / 0.148,39.06(3.47) / 0.979(0.012) / 0.148(0.078),MRIrec_experiments/Unet_60lines_L1/Unet_60lines_L1_epoch76_constantLR_0.001.pth
Unet,60,TV,96.0,result_images/Unet_60lines_TV_96epochs,39.91,0.978,0.14,39.91 / 0.978 / 0.140,39.91(3.33) / 0.978(0.009) / 0.140(0.076),MRIrec_experiments/Unet_60lines_TV/Unet_60lines_TV_epoch96_constantLR_0.001.pth
Unet,60,L2_L1,100.0,result_images/Unet_60lines_L2_L1_TV_100epochs,40.33,0.98,0.133,40.33 / 0.980 / 0.133,40.33(3.54) / 0.980(0.010) / 0.133(0.076),MRIrec_experiments/Unet_60lines_L2_L1/Unet_60lines_L2_L1_epoch100_constantLR_0.001.pth
Unet,60,L2_TV,98.0,result_images/Unet_60lines_L2_TV_98epochs,39.86,0.976,0.134,39.86 / 0.976 / 0.134,39.86(3.31) / 0.976(0.010) / 0.134(0.074),MRIrec_experiments/Unet_60lines_L2_TV/Unet_60lines_L2_TV_epoch98_constantLR_0.001.pth
Unet,60,L1_TV,96.0,result_images/Unet_60lines_L1_TV_96epochs,39.14,0.94,0.14,39.14 / 0.940 / 0.140,39.14(3.49) / 0.940(0.053) / 0.140(0.081),MRIrec_experiments/Unet_60lines_L1_TV/Unet_60lines_L1_TV_epoch96_constantLR_0.001.pth
Unet,60,L2_L1_TV,100.0,result_images/Unet_60lines_L2_L1_TV_100epochs,40.33,0.98,0.133,40.33 / 0.980 / 0.133,40.33(3.54) / 0.980(0.010) / 0.133(0.076),MRIrec_experiments/Unet_60lines_L2_L1_TV/Unet_60lines_L2_L1_TV_epoch100_constantLR_0.001.pth
Unet,80,L2,99.0,result_images/Unet_80lines_L2_L1_TV_99epochs,42.08,0.981,0.104,42.08 / 0.981 / 0.104,42.08(3.46) / 0.981(0.009) / 0.104(0.066),MRIrec_experiments/Unet_80lines_L2/Unet_80lines_L2_epoch99_constantLR_0.001.pth
Unet,80,L1,97.0,result_images/Unet_80lines_L1_TV_97epochs,42.54,0.984,0.101,42.54 / 0.984 / 0.101,42.54(3.77) / 0.984(0.008) / 0.101(0.064),MRIrec_experiments/Unet_80lines_L1/Unet_80lines_L1_epoch97_constantLR_0.001.pth
Unet,80,TV,96.0,result_images/Unet_80lines_TV_96epochs,42.15,0.984,0.112,42.15 / 0.984 / 0.112,42.15(3.56) / 0.984(0.008) / 0.112(0.069),MRIrec_experiments/Unet_80lines_TV/Unet_80lines_TV_epoch96_constantLR_0.001.pth
Unet,80,L2_L1,99.0,result_images/Unet_80lines_L2_L1_TV_99epochs,42.08,0.981,0.104,42.08 / 0.981 / 0.104,42.08(3.46) / 0.981(0.009) / 0.104(0.066),MRIrec_experiments/Unet_80lines_L2_L1/Unet_80lines_L2_L1_epoch99_constantLR_0.001.pth
Unet,80,L2_TV,94.0,result_images/Unet_80lines_L2_TV_94epochs,42.44,0.985,0.105,42.44 / 0.985 / 0.105,42.44(3.66) / 0.985(0.007) / 0.105(0.065),MRIrec_experiments/Unet_80lines_L2_TV/Unet_80lines_L2_TV_epoch94_constantLR_0.001.pth
Unet,80,L1_TV,97.0,result_images/Unet_80lines_L1_TV_97epochs,42.54,0.984,0.101,42.54 / 0.984 / 0.101,42.54(3.77) / 0.984(0.008) / 0.101(0.064),MRIrec_experiments/Unet_80lines_L1_TV/Unet_80lines_L1_TV_epoch97_constantLR_0.001.pth
Unet,80,L2_L1_TV,99.0,result_images/Unet_80lines_L2_L1_TV_99epochs,42.08,0.981,0.104,42.08 / 0.981 / 0.104,42.08(3.46) / 0.981(0.009) / 0.104(0.066),MRIrec_experiments/Unet_80lines_L2_L1_TV/Unet_80lines_L2_L1_TV_epoch99_constantLR_0.001.pth
Unet,100,L2,95.0,result_images/Unet_100lines_L2_L1_95epochs,41.5,0.985,0.105,41.50 / 0.985 / 0.105,41.50(3.49) / 0.985(0.008) / 0.105(0.067),MRIrec_experiments/Unet_100lines_L2/Unet_100lines_L2_epoch95_constantLR_0.001.pth
Unet,100,L1,79.0,result_images/Unet_100lines_L1_TV_79epochs,43.18,0.986,0.086,43.18 / 0.986 / 0.086,43.18(3.77) / 0.986(0.007) / 0.086(0.055),MRIrec_experiments/Unet_100lines_L1/Unet_100lines_L1_epoch79_constantLR_0.001.pth
Unet,100,TV,78.0,result_images/Unet_100lines_TV_78epochs,43.0,0.987,0.097,43.00 / 0.987 / 0.097,43.00(3.64) / 0.987(0.006) / 0.097(0.062),MRIrec_experiments/Unet_100lines_TV/Unet_100lines_TV_epoch78_constantLR_0.001.pth
Unet,100,L2_L1,95.0,result_images/Unet_100lines_L2_L1_95epochs,41.5,0.985,0.105,41.50 / 0.985 / 0.105,41.50(3.49) / 0.985(0.008) / 0.105(0.067),MRIrec_experiments/Unet_100lines_L2_L1/Unet_100lines_L2_L1_epoch95_constantLR_0.001.pth
Unet,100,L2_TV,93.0,result_images/Unet_100lines_L2_TV_93epochs,43.08,0.984,0.098,43.08 / 0.984 / 0.098,43.08(3.82) / 0.984(0.011) / 0.098(0.064),MRIrec_experiments/Unet_100lines_L2_TV/Unet_100lines_L2_TV_epoch93_constantLR_0.001.pth
Unet,100,L1_TV,79.0,result_images/Unet_100lines_L1_TV_79epochs,43.18,0.986,0.086,43.18 / 0.986 / 0.086,43.18(3.77) / 0.986(0.007) / 0.086(0.055),MRIrec_experiments/Unet_100lines_L1_TV/Unet_100lines_L1_TV_epoch79_constantLR_0.001.pth
Unet,100,L2_L1_TV,92.0,result_images/Unet_100lines_L2_L1_TV_92epochs,43.33,0.987,0.091,43.33 / 0.987 / 0.091,43.33(3.84) / 0.987(0.007) / 0.091(0.060),MRIrec_experiments/Unet_100lines_L2_L1_TV/Unet_100lines_L2_L1_TV_epoch92_constantLR_0.001.pth
ResnetUnet,20,L2,97.0,result_images/ResnetUnet_20lines_L2_TV_97epochs,33.54,0.943,0.233,33.54 / 0.943 / 0.233,33.54(3.51) / 0.943(0.027) / 0.233(0.083),MRIrec_experiments/ResnetUnet_20lines_L2/ResnetUnet_20lines_L2_epoch97_constantLR_0.001.pth
ResnetUnet,20,L1,100.0,result_images/ResnetUnet_20lines_L1_TV_100epochs,33.26,0.938,0.248,33.26 / 0.938 / 0.248,33.26(3.53) / 0.938(0.029) / 0.248(0.086),MRIrec_experiments/ResnetUnet_20lines_L1/ResnetUnet_20lines_L1_epoch100_constantLR_0.001.pth
ResnetUnet,20,TV,100.0,result_images/ResnetUnet_20lines_TV_100epochs,32.64,0.929,0.273,32.64 / 0.929 / 0.273,32.64(3.53) / 0.929(0.032) / 0.273(0.086),MRIrec_experiments/ResnetUnet_20lines_TV/ResnetUnet_20lines_TV_epoch100_constantLR_0.001.pth
ResnetUnet,20,L2_L1,99.0,result_images/ResnetUnet_20lines_L2_L1_99epochs,33.03,0.939,0.243,33.03 / 0.939 / 0.243,33.03(3.50) / 0.939(0.030) / 0.243(0.089),MRIrec_experiments/ResnetUnet_20lines_L2_L1/ResnetUnet_20lines_L2_L1_epoch99_constantLR_0.001.pth
ResnetUnet,20,L2_TV,97.0,result_images/ResnetUnet_20lines_L2_TV_97epochs,33.54,0.943,0.233,33.54 / 0.943 / 0.233,33.54(3.51) / 0.943(0.027) / 0.233(0.083),MRIrec_experiments/ResnetUnet_20lines_L2_TV/ResnetUnet_20lines_L2_TV_epoch97_constantLR_0.001.pth
ResnetUnet,20,L1_TV,100.0,result_images/ResnetUnet_20lines_L1_TV_100epochs,33.26,0.938,0.248,33.26 / 0.938 / 0.248,33.26(3.53) / 0.938(0.029) / 0.248(0.086),MRIrec_experiments/ResnetUnet_20lines_L1_TV/ResnetUnet_20lines_L1_TV_epoch100_constantLR_0.001.pth
ResnetUnet,20,L2_L1_TV,97.0,result_images/ResnetUnet_20lines_L2_L1_TV_97epochs,33.61,0.944,0.237,33.61 / 0.944 / 0.237,33.61(3.53) / 0.944(0.027) / 0.237(0.088),MRIrec_experiments/ResnetUnet_20lines_L2_L1_TV/ResnetUnet_20lines_L2_L1_TV_epoch97_constantLR_0.001.pth
ResnetUnet,40,L2,100.0,result_images/ResnetUnet_40lines_L2_100epochs,33.98,0.948,0.218,33.98 / 0.948 / 0.218,33.98(3.42) / 0.948(0.023) / 0.218(0.082),MRIrec_experiments/ResnetUnet_40lines_L2/ResnetUnet_40lines_L2_epoch100_constantLR_0.001.pth
ResnetUnet,40,L1,100.0,result_images/ResnetUnet_40lines_L1_100epochs,35.97,0.964,0.197,35.97 / 0.964 / 0.197,35.97(3.46) / 0.964(0.019) / 0.197(0.086),MRIrec_experiments/ResnetUnet_40lines_L1/ResnetUnet_40lines_L1_epoch100_constantLR_0.001.pth
ResnetUnet,40,TV,100.0,result_images/ResnetUnet_40lines_TV_100epochs,36.69,0.969,0.187,36.69 / 0.969 / 0.187,36.69(3.41) / 0.969(0.015) / 0.187(0.083),MRIrec_experiments/ResnetUnet_40lines_TV/ResnetUnet_40lines_TV_epoch100_constantLR_0.001.pth
ResnetUnet,40,L2_L1,100.0,result_images/ResnetUnet_40lines_L2_L1_100epochs,35.91,0.963,0.199,35.91 / 0.963 / 0.199,35.91(3.50) / 0.963(0.020) / 0.199(0.085),MRIrec_experiments/ResnetUnet_40lines_L2_L1/ResnetUnet_40lines_L2_L1_epoch100_constantLR_0.001.pth
ResnetUnet,40,L2_TV,100.0,result_images/ResnetUnet_40lines_L2_TV_100epochs,36.58,0.967,0.19,36.58 / 0.967 / 0.190,36.58(3.46) / 0.967(0.016) / 0.190(0.080),MRIrec_experiments/ResnetUnet_40lines_L2_TV/ResnetUnet_40lines_L2_TV_epoch100_constantLR_0.001.pth
ResnetUnet,40,L1_TV,100.0,result_images/ResnetUnet_40lines_L1_TV_100epochs,36.72,0.969,0.19,36.72 / 0.969 / 0.190,36.72(3.51) / 0.969(0.016) / 0.190(0.084),MRIrec_experiments/ResnetUnet_40lines_L1_TV/ResnetUnet_40lines_L1_TV_epoch100_constantLR_0.001.pth
ResnetUnet,40,L2_L1_TV,99.0,result_images/ResnetUnet_40lines_L2_L1_TV_99epochs,37.04,0.971,0.179,37.04 / 0.971 / 0.179,37.04(3.46) / 0.971(0.015) / 0.179(0.081),MRIrec_experiments/ResnetUnet_40lines_L2_L1_TV/ResnetUnet_40lines_L2_L1_TV_epoch99_constantLR_0.001.pth
ResnetUnet,60,L2,96.0,result_images/ResnetUnet_60lines_L2_96epochs,36.7,0.968,0.18,36.70 / 0.968 / 0.180,36.70(3.36) / 0.968(0.014) / 0.180(0.078),MRIrec_experiments/ResnetUnet_60lines_L2/ResnetUnet_60lines_L2_epoch96_constantLR_0.001.pth
ResnetUnet,60,L1,98.0,result_images/ResnetUnet_60lines_L1_TV_98epochs,40.53,0.985,0.129,40.53 / 0.985 / 0.129,40.53(3.69) / 0.985(0.009) / 0.129(0.072),MRIrec_experiments/ResnetUnet_60lines_L1/ResnetUnet_60lines_L1_epoch98_constantLR_0.001.pth
ResnetUnet,60,TV,67.0,result_images/ResnetUnet_60lines_TV_67epochs,40.19,0.983,0.138,40.19 / 0.983 / 0.138,40.19(3.61) / 0.983(0.009) / 0.138(0.075),MRIrec_experiments/ResnetUnet_60lines_TV/ResnetUnet_60lines_TV_epoch67_constantLR_0.001.pth
ResnetUnet,60,L2_L1,100.0,result_images/ResnetUnet_60lines_L2_L1_TV_100epochs,40.67,0.985,0.124,40.67 / 0.985 / 0.124,40.67(3.67) / 0.985(0.009) / 0.124(0.071),MRIrec_experiments/ResnetUnet_60lines_L2_L1/ResnetUnet_60lines_L2_L1_epoch100_constantLR_0.001.pth
ResnetUnet,60,L2_TV,99.0,result_images/ResnetUnet_60lines_L2_TV_99epochs,40.3,0.984,0.135,40.30 / 0.984 / 0.135,40.30(3.62) / 0.984(0.009) / 0.135(0.073),MRIrec_experiments/ResnetUnet_60lines_L2_TV/ResnetUnet_60lines_L2_TV_epoch99_constantLR_0.001.pth
ResnetUnet,60,L1_TV,98.0,result_images/ResnetUnet_60lines_L1_TV_98epochs,40.53,0.985,0.129,40.53 / 0.985 / 0.129,40.53(3.69) / 0.985(0.009) / 0.129(0.072),MRIrec_experiments/ResnetUnet_60lines_L1_TV/ResnetUnet_60lines_L1_TV_epoch98_constantLR_0.001.pth
ResnetUnet,60,L2_L1_TV,100.0,result_images/ResnetUnet_60lines_L2_L1_TV_100epochs,40.67,0.985,0.124,40.67 / 0.985 / 0.124,40.67(3.67) / 0.985(0.009) / 0.124(0.071),MRIrec_experiments/ResnetUnet_60lines_L2_L1_TV/ResnetUnet_60lines_L2_L1_TV_epoch100_constantLR_0.001.pth
ResnetUnet,80,L2,100.0,result_images/ResnetUnet_80lines_L2_L1_TV_100epochs,43.3,0.991,0.096,43.30 / 0.991 / 0.096,43.30(4.08) / 0.991(0.006) / 0.096(0.062),MRIrec_experiments/ResnetUnet_80lines_L2/ResnetUnet_80lines_L2_epoch100_constantLR_0.001.pth
ResnetUnet,80,L1,98.0,result_images/ResnetUnet_80lines_L1_TV_98epochs,43.15,0.99,0.102,43.15 / 0.990 / 0.102,43.15(4.11) / 0.990(0.006) / 0.102(0.065),MRIrec_experiments/ResnetUnet_80lines_L1/ResnetUnet_80lines_L1_epoch98_constantLR_0.001.pth
ResnetUnet,80,TV,93.0,result_images/ResnetUnet_80lines_TV_93epochs,42.63,0.989,0.111,42.63 / 0.989 / 0.111,42.63(3.93) / 0.989(0.007) / 0.111(0.068),MRIrec_experiments/ResnetUnet_80lines_TV/ResnetUnet_80lines_TV_epoch93_constantLR_0.001.pth
ResnetUnet,80,L2_L1,100.0,result_images/ResnetUnet_80lines_L2_L1_TV_100epochs,43.3,0.991,0.096,43.30 / 0.991 / 0.096,43.30(4.08) / 0.991(0.006) / 0.096(0.062),MRIrec_experiments/ResnetUnet_80lines_L2_L1/ResnetUnet_80lines_L2_L1_epoch100_constantLR_0.001.pth
ResnetUnet,80,L2_TV,98.0,result_images/ResnetUnet_80lines_L2_TV_98epochs,43.0,0.99,0.1,43.00 / 0.990 / 0.100,43.00(3.95) / 0.990(0.006) / 0.100(0.063),MRIrec_experiments/ResnetUnet_80lines_L2_TV/ResnetUnet_80lines_L2_TV_epoch98_constantLR_0.001.pth
ResnetUnet,80,L1_TV,98.0,result_images/ResnetUnet_80lines_L1_TV_98epochs,43.15,0.99,0.102,43.15 / 0.990 / 0.102,43.15(4.11) / 0.990(0.006) / 0.102(0.065),MRIrec_experiments/ResnetUnet_80lines_L1_TV/ResnetUnet_80lines_L1_TV_epoch98_constantLR_0.001.pth
ResnetUnet,80,L2_L1_TV,100.0,result_images/ResnetUnet_80lines_L2_L1_TV_100epochs,43.3,0.991,0.096,43.30 / 0.991 / 0.096,43.30(4.08) / 0.991(0.006) / 0.096(0.062),MRIrec_experiments/ResnetUnet_80lines_L2_L1_TV/ResnetUnet_80lines_L2_L1_TV_epoch100_constantLR_0.001.pth
ResnetUnet,100,L2,96.0,result_images/ResnetUnet_100lines_L2_TV_96epochs,43.86,0.991,0.088,43.86 / 0.991 / 0.088,43.86(4.04) / 0.991(0.005) / 0.088(0.057),MRIrec_experiments/ResnetUnet_100lines_L2/ResnetUnet_100lines_L2_epoch96_constantLR_0.001.pth
ResnetUnet,100,L1,97.0,result_images/ResnetUnet_100lines_L1_TV_97epochs,44.06,0.992,0.083,44.06 / 0.992 / 0.083,44.06(4.25) / 0.992(0.006) / 0.083(0.056),MRIrec_experiments/ResnetUnet_100lines_L1/ResnetUnet_100lines_L1_epoch97_constantLR_0.001.pth
ResnetUnet,100,TV,94.0,result_images/ResnetUnet_100lines_TV_94epochs,43.54,0.991,0.099,43.54 / 0.991 / 0.099,43.54(4.03) / 0.991(0.006) / 0.099(0.064),MRIrec_experiments/ResnetUnet_100lines_TV/ResnetUnet_100lines_TV_epoch94_constantLR_0.001.pth
ResnetUnet,100,L2_L1,100.0,result_images/ResnetUnet_100lines_L2_L1_100epochs,42.95,0.99,0.1,42.95 / 0.990 / 0.100,42.95(4.22) / 0.990(0.007) / 0.100(0.064),MRIrec_experiments/ResnetUnet_100lines_L2_L1/ResnetUnet_100lines_L2_L1_epoch100_constantLR_0.001.pth
ResnetUnet,100,L2_TV,96.0,result_images/ResnetUnet_100lines_L2_TV_96epochs,43.86,0.991,0.088,43.86 / 0.991 / 0.088,43.86(4.04) / 0.991(0.005) / 0.088(0.057),MRIrec_experiments/ResnetUnet_100lines_L2_TV/ResnetUnet_100lines_L2_TV_epoch96_constantLR_0.001.pth
ResnetUnet,100,L1_TV,97.0,result_images/ResnetUnet_100lines_L1_TV_97epochs,44.06,0.992,0.083,44.06 / 0.992 / 0.083,44.06(4.25) / 0.992(0.006) / 0.083(0.056),MRIrec_experiments/ResnetUnet_100lines_L1_TV/ResnetUnet_100lines_L1_TV_epoch97_constantLR_0.001.pth
ResnetUnet,100,L2_L1_TV,84.0,result_images/ResnetUnet_100lines_L2_L1_TV_84epochs,44.21,0.992,0.081,44.21 / 0.992 / 0.081,44.21(4.24) / 0.992(0.005) / 0.081(0.055),MRIrec_experiments/ResnetUnet_100lines_L2_L1_TV/ResnetUnet_100lines_L2_L1_TV_epoch84_constantLR_0.001.pth
ConvUNeXt,20,L2,98.0,result_images/ConvUNeXt_20lines_L2_L1_98epochs,33.55,0.944,0.223,33.55 / 0.944 / 0.223,33.55(3.34) / 0.944(0.025) / 0.223(0.089),MRIrec_experiments/ConvUNeXt_20lines_L2/ConvUNeXt_20lines_L2_epoch98_constantLR_0.001.pth
ConvUNeXt,20,L1,97.0,result_images/ConvUNeXt_20lines_L1_TV_97epochs,33.95,0.937,0.221,33.95 / 0.937 / 0.221,33.95(3.39) / 0.937(0.029) / 0.221(0.087),MRIrec_experiments/ConvUNeXt_20lines_L1/ConvUNeXt_20lines_L1_epoch97_constantLR_0.001.pth
ConvUNeXt,20,TV,100.0,result_images/ConvUNeXt_20lines_TV_100epochs,33.83,0.941,0.227,33.83 / 0.941 / 0.227,33.83(3.36) / 0.941(0.023) / 0.227(0.086),MRIrec_experiments/ConvUNeXt_20lines_TV/ConvUNeXt_20lines_TV_epoch100_constantLR_0.001.pth
ConvUNeXt,20,L2_L1,98.0,result_images/ConvUNeXt_20lines_L2_L1_98epochs,33.55,0.944,0.223,33.55 / 0.944 / 0.223,33.55(3.34) / 0.944(0.025) / 0.223(0.089),MRIrec_experiments/ConvUNeXt_20lines_L2_L1/ConvUNeXt_20lines_L2_L1_epoch98_constantLR_0.001.pth
ConvUNeXt,20,L2_TV,91.0,result_images/ConvUNeXt_20lines_L2_TV_91epochs,33.88,0.942,0.223,33.88 / 0.942 / 0.223,33.88(3.37) / 0.942(0.023) / 0.223(0.084),MRIrec_experiments/ConvUNeXt_20lines_L2_TV/ConvUNeXt_20lines_L2_TV_epoch91_constantLR_0.001.pth
ConvUNeXt,20,L1_TV,97.0,result_images/ConvUNeXt_20lines_L1_TV_97epochs,33.95,0.937,0.221,33.95 / 0.937 / 0.221,33.95(3.39) / 0.937(0.029) / 0.221(0.087),MRIrec_experiments/ConvUNeXt_20lines_L1_TV/ConvUNeXt_20lines_L1_TV_epoch97_constantLR_0.001.pth
ConvUNeXt,20,L2_L1_TV,76.0,result_images/ConvUNeXt_20lines_L2_L1_TV_76epochs,34.15,0.944,0.217,34.15 / 0.944 / 0.217,34.15(3.36) / 0.944(0.023) / 0.217(0.087),MRIrec_experiments/ConvUNeXt_20lines_L2_L1_TV/ConvUNeXt_20lines_L2_L1_TV_epoch76_constantLR_0.001.pth
ConvUNeXt,40,L2,89.0,result_images/ConvUNeXt_40lines_L2_TV_89epochs,36.67,0.967,0.19,36.67 / 0.967 / 0.190,36.67(3.34) / 0.967(0.016) / 0.190(0.081),MRIrec_experiments/ConvUNeXt_40lines_L2/ConvUNeXt_40lines_L2_epoch89_constantLR_0.001.pth
ConvUNeXt,40,L1,70.0,result_images/ConvUNeXt_40lines_L1_TV_70epochs,36.86,0.969,0.183,36.86 / 0.969 / 0.183,36.86(3.50) / 0.969(0.016) / 0.183(0.081),MRIrec_experiments/ConvUNeXt_40lines_L1/ConvUNeXt_40lines_L1_epoch70_constantLR_0.001.pth
ConvUNeXt,40,TV,81.0,result_images/ConvUNeXt_40lines_TV_81epochs,36.48,0.962,0.197,36.48 / 0.962 / 0.197,36.48(3.38) / 0.962(0.018) / 0.197(0.084),MRIrec_experiments/ConvUNeXt_40lines_TV/ConvUNeXt_40lines_TV_epoch81_constantLR_0.001.pth
ConvUNeXt,40,L2_L1,92.0,result_images/ConvUNeXt_40lines_L2_L1_TV_92epochs,37.07,0.969,0.179,37.07 / 0.969 / 0.179,37.07(3.40) / 0.969(0.014) / 0.179(0.082),MRIrec_experiments/ConvUNeXt_40lines_L2_L1/ConvUNeXt_40lines_L2_L1_epoch92_constantLR_0.001.pth
ConvUNeXt,40,L2_TV,89.0,result_images/ConvUNeXt_40lines_L2_TV_89epochs,36.67,0.967,0.19,36.67 / 0.967 / 0.190,36.67(3.34) / 0.967(0.016) / 0.190(0.081),MRIrec_experiments/ConvUNeXt_40lines_L2_TV/ConvUNeXt_40lines_L2_TV_epoch89_constantLR_0.001.pth
ConvUNeXt,40,L1_TV,70.0,result_images/ConvUNeXt_40lines_L1_TV_70epochs,36.86,0.969,0.183,36.86 / 0.969 / 0.183,36.86(3.50) / 0.969(0.016) / 0.183(0.081),MRIrec_experiments/ConvUNeXt_40lines_L1_TV/ConvUNeXt_40lines_L1_TV_epoch70_constantLR_0.001.pth
ConvUNeXt,40,L2_L1_TV,92.0,result_images/ConvUNeXt_40lines_L2_L1_TV_92epochs,37.07,0.969,0.179,37.07 / 0.969 / 0.179,37.07(3.40) / 0.969(0.014) / 0.179(0.082),MRIrec_experiments/ConvUNeXt_40lines_L2_L1_TV/ConvUNeXt_40lines_L2_L1_TV_epoch92_constantLR_0.001.pth
ConvUNeXt,60,L2,94.0,result_images/ConvUNeXt_60lines_L2_L1_TV_94epochs,40.46,0.981,0.13,40.46 / 0.981 / 0.130,40.46(3.62) / 0.981(0.012) / 0.130(0.073),MRIrec_experiments/ConvUNeXt_60lines_L2/ConvUNeXt_60lines_L2_epoch94_constantLR_0.001.pth
ConvUNeXt,60,L1,65.0,result_images/ConvUNeXt_60lines_L1_TV_65epochs,40.13,0.98,0.132,40.13 / 0.980 / 0.132,40.13(3.37) / 0.980(0.007) / 0.132(0.074),MRIrec_experiments/ConvUNeXt_60lines_L1/ConvUNeXt_60lines_L1_epoch65_constantLR_0.001.pth
ConvUNeXt,60,TV,70.0,result_images/ConvUNeXt_60lines_TV_70epochs,39.89,0.982,0.143,39.89 / 0.982 / 0.143,39.89(3.41) / 0.982(0.009) / 0.143(0.077),MRIrec_experiments/ConvUNeXt_60lines_TV/ConvUNeXt_60lines_TV_epoch70_constantLR_0.001.pth
ConvUNeXt,60,L2_L1,94.0,result_images/ConvUNeXt_60lines_L2_L1_TV_94epochs,40.46,0.981,0.13,40.46 / 0.981 / 0.130,40.46(3.62) / 0.981(0.012) / 0.130(0.073),MRIrec_experiments/ConvUNeXt_60lines_L2_L1/ConvUNeXt_60lines_L2_L1_epoch94_constantLR_0.001.pth
